rid,name,cuisine,recipe,category,imageurl,type
46,Chiles Rellenos,Mexican,"<h1>Chiles Rellenos</h1>
<p>Chiles Rellenos are a classic Mexican dish featuring roasted poblano peppers stuffed with cheese or meat, coated in a fluffy egg batter, fried until golden, and served with a rich tomato sauce.</p>
<div>
<h2>Ingredients</h2>
<h3>For the Chiles</h3>
<ul>
<li>6 poblano peppers</li>
<li>2 cups shredded cheese (queso fresco, Monterey Jack, or Oaxaca)</li>
<li>1/2 cup flour (for dredging)</li>
<li>Vegetable oil (for frying)</li>
</ul>
<h3>For the Batter</h3>
<ul>
<li>4 large eggs, separated</li>
<li>1/4 tsp salt</li>
</ul>
<h3>For the Tomato Sauce</h3>
<ul>
<li>4 ripe tomatoes</li>
<li>1/2 onion, chopped</li>
<li>2 cloves garlic</li>
<li>1 cup chicken or vegetable broth</li>
<li>1 tbsp vegetable oil</li>
<li>Salt and pepper, to taste</li>
</ul>
</div>
<div>
<h2>Instructions</h2>
<ol>
<li><strong>Roast Peppers:</strong> Roast poblano peppers over an open flame or under a broiler until skins are charred. Place in a covered bowl for 10 minutes, then peel skins. Carefully slit and remove seeds.</li>
<li><strong>Prepare Filling:</strong> Stuff each pepper with cheese (or meat, if using), then lightly coat in flour.</li>
<li><strong>Make Batter:</strong> Beat egg whites until stiff peaks form. Gently fold in yolks and salt.</li>
<li><strong>Fry Chiles:</strong> Dip stuffed peppers into egg batter and fry in hot oil until golden on all sides. Drain on paper towels.</li>
<li><strong>Make Sauce:</strong> Blend tomatoes, onion, and garlic into a smooth puree. Cook in a saucepan with oil, add broth, and simmer for 10 minutes. Season with salt and pepper.</li>
<li><strong>Serve:</strong> Pour sauce over fried chiles and serve hot with rice or beans.</li>
</ol>
</div>
",main course,https://www.fredmeyer.com/content/v2/binary/image/imageset/chile_rellenos--3_chile-de-rellanos_cinco-de-mayo-derby_p_22-tkc-0034_a.jpg,non veg
47,Guacamole,Mexican,"<h1>Guacamole</h1>
<p>Guacamole is a creamy and flavorful Mexican dip made with ripe avocados, lime juice, onion, tomato, cilantro, and jalapeño. Perfect with tortilla chips or as a topping for tacos and more.</p>
<div>
<h2>Ingredients</h2>
<ul>
<li>3 ripe avocados</li>
<li>1 lime, juiced</li>
<li>1/2 small onion, finely chopped</li>
<li>1 medium tomato, diced</li>
<li>2 tbsp fresh cilantro, chopped</li>
<li>1 jalapeño, seeded and minced (optional)</li>
<li>Salt, to taste</li>
</ul>
</div>
<div>
<h2>Instructions</h2>
<ol>
<li><strong>Prepare Avocados:</strong> Cut avocados in half, remove pits, and scoop flesh into a bowl.</li>
<li><strong>Mash:</strong> Mash with a fork until smooth but slightly chunky.</li>
<li><strong>Mix Ingredients:</strong> Add lime juice, onion, tomato, cilantro, and jalapeño. Stir to combine.</li>
<li><strong>Season:</strong> Add salt to taste.</li>
<li><strong>Serve:</strong> Enjoy immediately with tortilla chips or as a side.</li>
</ol>
</div>
",starter,https://www.allrecipes.com/thmb/6RyFPH5N4KKmZhNY0Giob_Jj3wc=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/AR-14231-guacamole-4x3-f7a3b5752c7f4f3fb934d03a8b548826.jpg,non veg
48,Tamales,Mexican,"<h1>Tamales</h1>
<p>Tamales are a traditional Mexican dish made of masa (corn dough) filled with meats, cheese, or vegetables, wrapped in corn husks, and steamed until tender and flavorful.</p>
<div>
<h2>Ingredients</h2>
<h3>For the Masa</h3>
<ul>
<li>4 cups masa harina</li>
<li>1 tsp baking powder</li>
<li>1 tsp salt</li>
<li>1 cup lard or vegetable shortening</li>
<li>3–4 cups chicken broth (or vegetable broth)</li>
</ul>
<h3>For the Filling</h3>
<ul>
<li>2 cups shredded cooked pork, chicken, or beef (or vegetables/cheese)</li>
<li>1 cup salsa roja or salsa verde</li>
</ul>
<h3>Other</h3>
<ul>
<li>30 dried corn husks, soaked in warm water until pliable</li>
</ul>
</div>
<div>
<h2>Instructions</h2>
<ol>
<li><strong>Prepare Husks:</strong> Soak corn husks in warm water for 30 minutes until soft.</li>
<li><strong>Make Masa:</strong> In a large bowl, mix masa harina, baking powder, and salt. Beat in lard until fluffy, then add broth gradually until a soft dough forms.</li>
<li><strong>Prepare Filling:</strong> Mix shredded meat with salsa.</li>
<li><strong>Assemble Tamales:</strong> Spread 2 tbsp masa onto the center of a corn husk, add filling, and fold sides and ends to seal.</li>
<li><strong>Steam:</strong> Place tamales upright in a steamer basket, cover, and steam for 1–1.5 hours, until masa is firm and pulls away from husk easily.</li>
<li><strong>Serve:</strong> Remove husks before eating and enjoy hot with extra salsa.</li>
</ol>
</div>
",main course,"https://img.sndimg.com/food/image/upload/f_auto,c_thumb,q_55,w_iw/v1/img/recipes/17/00/23/Mq92FgsOQYuAUcSQ7DNG_MEXICAN_TAMALES_V_f.jpg",non veg
49,Pozole,Mexican,"<h1>Pozole</h1>
<p>Pozole is a traditional Mexican soup made with hominy and pork (or chicken), simmered with spices and served with fresh garnishes like cabbage, radish, lime, and oregano.</p>
<div>
<h2>Ingredients</h2>
<ul>
<li>2 lbs pork shoulder (or chicken)</li>
<li>1 large can (30 oz) hominy, drained and rinsed</li>
<li>1 onion, quartered</li>
<li>4 cloves garlic</li>
<li>3 dried guajillo chilies, seeded and soaked</li>
<li>2 dried ancho chilies, seeded and soaked</li>
<li>1 tsp cumin</li>
<li>1 tsp oregano</li>
<li>Salt, to taste</li>
<li>10 cups water or broth</li>
</ul>
<h3>For Garnish</h3>
<ul>
<li>Shredded cabbage</li>
<li>Sliced radishes</li>
<li>Chopped onion</li>
<li>Lime wedges</li>
<li>Dried oregano</li>
<li>Chili flakes or hot sauce</li>
</ul>
</div>
<div>
<h2>Instructions</h2>
<ol>
<li><strong>Cook Meat:</strong> In a large pot, simmer pork with onion and garlic in water/broth for 1.5–2 hours until tender. Remove meat, shred, and set aside. Strain broth.</li>
<li><strong>Make Chili Sauce:</strong> Blend soaked guajillo and ancho chilies with 1 cup broth, cumin, and oregano until smooth.</li>
<li><strong>Combine:</strong> Return shredded pork to pot with broth. Stir in hominy and chili sauce. Simmer for 30–40 minutes.</li>
<li><strong>Season:</strong> Add salt to taste.</li>
<li><strong>Serve:</strong> Ladle into bowls and top with cabbage, radish, onion, oregano, and lime.</li>
</ol>
</div>
",main course,"https://hips.hearstapps.com/hmg-prod/images/pozole-index-655b86b9eeb3f.jpg?crop=0.502xw:1.00xh;0.0561xw,0&resize=1200:*",non veg
50,Nachos,Mexican,"<h1>Nachos</h1>
<p>Nachos are a popular Mexican-inspired snack made with crispy tortilla chips layered with melted cheese and topped with a variety of toppings such as beans, jalapeños, guacamole, and salsa.</p>
<div>
<h2>Ingredients</h2>
<ul>
<li>1 large bag tortilla chips</li>
<li>2 cups shredded cheese (cheddar, Monterey Jack, or Mexican blend)</li>
<li>1 cup cooked black beans or refried beans</li>
<li>1/2 cup sliced jalapeños</li>
<li>1/2 cup diced tomatoes</li>
<li>1/4 cup chopped onion</li>
<li>1/4 cup chopped fresh cilantro</li>
<li>1/2 cup sour cream</li>
<li>1/2 cup guacamole</li>
<li>1/2 cup salsa</li>
</ul>
</div>
<div>
<h2>Instructions</h2>
<ol>
<li><strong>Preheat Oven:</strong> Set oven to 375°F (190°C).</li>
<li><strong>Layer Chips & Cheese:</strong> Spread tortilla chips on a baking sheet. Sprinkle cheese evenly over chips.</li>
<li><strong>Add Beans & Jalapeños:</strong> Scatter beans and jalapeños over the cheese.</li>
<li><strong>Bake:</strong> Place in oven for 8–10 minutes, until cheese is fully melted.</li>
<li><strong>Top:</strong> Remove from oven and add tomatoes, onion, cilantro, sour cream, guacamole, and salsa.</li>
<li><strong>Serve:</strong> Enjoy hot and fresh as a snack or appetizer.</li>
</ol>
</div>
",starter,https://www.southernliving.com/thmb/yN5seYMPZCV8zH34bch-eQa97NA=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/Smoky_Mountain_Nachos_009-4e2643e851e34540b1a27cd4232789fd.jpg,non veg
51,Burrito,Mexican,"<h1>Classic Burrito</h1>
<p>A hearty, handheld Mexican-style wrap packed with cilantro-lime rice, seasoned beans, your choice of protein, and fresh toppings—rolled snug in a warm flour tortilla.</p>
<div>
<h2>Ingredients</h2>
<h3>Base</h3>
<ul>
<li>4 large flour tortillas (10–12 inch)</li>
<li>1 cup shredded cheese (cheddar/Monterey Jack)</li>
<li>1 cup pico de gallo or salsa</li>
<li>1/2 cup sour cream (or Greek yogurt)</li>
<li>1 cup shredded lettuce (or chopped romaine)</li>
<li>1 avocado or 1/2 cup guacamole</li>
</ul>
<h3>Cilantro-Lime Rice</h3>
<ul>
<li>1 cup long-grain rice (uncooked)</li>
<li>1 3/4 cups water or broth</li>
<li>1 tbsp lime juice + zest from 1/2 lime</li>
<li>2 tbsp chopped cilantro</li>
<li>1/2 tsp salt</li>
</ul>
<h3>Seasoned Beans</h3>
<ul>
<li>1 can (15 oz) black or pinto beans, drained</li>
<li>1 tbsp oil</li>
<li>1/2 tsp ground cumin</li>
<li>1/2 tsp chili powder</li>
<li>1/4 tsp garlic powder</li>
<li>Salt to taste
</li>
</ul>
<h3>Protein (choose one)</h3>
<ul>
<li><strong>Chicken:</strong> 400 g thighs/breast + 1 tsp each cumin, chili powder, paprika; 1/2 tsp oregano; salt & pepper; 1 tbsp lime juice.</li>
<li><strong>Beef:</strong> 400 g ground beef + 1 tsp each cumin & chili powder; 1/2 tsp smoked paprika; salt & pepper.</li>
<li><strong>Veg:</strong> 2 cups mixed peppers & onions + 1 tbsp oil; 1 tsp cumin; 1 tsp chili powder; pinch salt.</li>
</ul>
</div>
<div>
<h2>Instructions</h2>
<ol>
<li><strong>Cook rice:</strong> Rinse rice. Combine with water/broth and salt; cook until tender. Fluff, then fold in lime juice, zest, and cilantro.</li>
<li><strong>Season beans:</strong> Warm oil in a pan; add beans, cumin, chili powder, garlic powder, and salt. Mash lightly if you prefer refried-style; keep warm.</li>
<li><strong>Cook protein:</strong>
<ul>
<li><em>Chicken:</em> Toss with spices & lime, sear 5–6 min/side, rest, then slice.</li>
<li><em>Beef:</em> Brown, drain, stir in spices; cook 2–3 min.</li>
</div>
",main course,https://cdn.britannica.com/13/234013-050-73781543/rice-and-chorizo-burrito.jpg,non veg
52,Churros,Mexican,"<h1>Churros (Crispy Cinnamon-Sugar Sticks)</h1>
<p>Golden, crispy-on-the-outside and custardy-inside churros rolled in cinnamon sugar, served with silky chocolate dipping sauce. This recipe uses a simple stovetop dough that pipes and fries beautifully.</p>
<div>
<h2>Ingredients</h2>
<div>
<div>
<div>Churro Dough</div>
<ul>
<li>1 cup (240 ml) water</li>
<li>2 tbsp (28 g) unsalted butter (or neutral oil)</li>
<li>1 tbsp sugar</li>
<li>1/2 tsp fine salt</li>
<li>1 cup (125 g) all-purpose flour</li>
<li>1 large egg</li>
<li>1/2 tsp vanilla extract (optional)</li>
<li>Neutral oil for frying (about 3–4 cups)</li>
</ul>
</div>
<div>
<div>Cinnamon Sugar</div>
<ul>
<li>1/2 cup (100 g) granulated sugar</li>
<li>1–2 tsp ground cinnamon</li>
<li>Pinch of salt</li>
</ul>
<div>Chocolate Sauce (Optional)</div>
<ul>
<li>100 g dark or semi-sweet chocolate, chopped</li>
<li>1/2 cup (120 ml) heavy cream or milk</li>
<li>1 tsp butter (optional, for shine)</li>
<li>Pinch of salt</li>
</ul>
</div>
</div>
</div>
<div>
<h2>Instructions</h2>
<ol>
<li><strong>Make cinnamon sugar:</strong> Mix sugar, cinnamon, and a pinch of salt in a shallow dish; set aside.</li>
<li><strong>Cook the dough:</strong> In a saucepan over medium heat, combine water, butter, sugar, and salt. Bring to a gentle simmer. Add flour all at once and stir vigorously with a wooden spoon until the mixture forms a smooth ball and a thin film coats the pan (1–2 minutes).</li>
<li><strong>Cool slightly & add egg:</strong> Transfer dough to a bowl. Rest 3–5 minutes to cool slightly, then beat in egg (and vanilla) until glossy and pipeable. It may look separated at first—keep mixing until smooth.</li>
<li><strong>Heat oil:</strong> In a deep pot, heat oil to <code>175–185°C</code> (350–365°F). Maintain temperature between batches.</li>
<li><strong>Pipe:</strong> Spoon dough into a piping bag fitted with a large open star tip (e.g., 1M/2D). Pipe 10–15 cm (4–6 in) lengths directly into the hot oil, cutting with scissors.</li>
<li><strong>Fry:</strong> Fry 2–3 minutes per side until deeply golden and crisp. Avoid crowding. Remove with a spider and drain briefly on a rack or paper towels.</li>
<li><strong>Coat:</strong> While still warm, roll churros in cinnamon sugar to coat evenly.</li>
<li><strong>Chocolate sauce:</strong> Warm cream to steaming (not boiling); pour over chopped chocolate with butter and salt. Rest 1 minute, then whisk smooth.</li>
<li><strong>Serve:</strong> Enjoy immediately—best within 10–15 minutes for peak crispness.</li>
</ol>
</div>
<div>
<h3>Tips & Variations</h3>
<ul>
<li><strong>No piping bag?</strong> Use a strong zip-top bag with a star nozzle inserted, or cut a <code>1 cm</code> corner (texture will be smoother but still tasty).</li>
<li><strong>Extra crisp:</strong> Dry the dough an extra minute in the pan before adding egg; fry at the higher end of the temperature range.</li>
<li><strong>Fill them:</strong> Pipe a small hole and inject <em>dulce de leche</em>, chocolate, or vanilla pastry cream.</li>
<li><strong>Baked/Air-fryer:</strong> Pipe onto a lined tray; bake at <code>205°C</code> (400°F) 15–20 min then broil briefly, or air-fry at <code>190°C</code> (375°F) 8–10 min. Brush lightly with melted butter and toss in cinnamon sugar.</li>
<li><strong>Make ahead:</strong> Unfried piped dough can be frozen on a tray; fry from frozen, adding 1–2 extra minutes.</li>
</ul>
<p><strong>Safety:</strong> Use a deep pot and never fill over halfway. Keep kids and pets clear of the hot oil area.</p>
</div>
",dessert,https://www.allrecipes.com/thmb/qq9s8jlKplKUDEo3Gtk15EAJpHc=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/ALR-recipe-24700-churros-VAT-hero-03-4x3-a7f6af1860934b0385f84ab9f13f2613.jpg,non veg
53,Ratatouille,French,"<h1>Ratatouille</h1>
<p>Ratatouille is a traditional Provençal French dish of stewed vegetables—eggplant, zucchini, bell peppers, onions, and tomatoes—seasoned with garlic and herbs. It can be served rustic-style or beautifully layered for a modern touch.</p>
<div>
<h2>Ingredients</h2>
<div>
<div>
<h3>Vegetables</h3>
<ul>
<li>1 medium eggplant</li>
<li>2 zucchinis</li>
<li>2 yellow squashes (optional)</li>
<li>1 red bell pepper</li>
<li>1 yellow bell pepper</li>
<li>1 onion</li>
<li>4 ripe tomatoes</li>
<li>2–3 cloves garlic</li>
</ul>
</div>
<div>
<h3>Seasoning</h3>
<ul>
<li>3 tbsp olive oil</li>
<li>1 tsp dried Herbes de Provence (or thyme, oregano, rosemary mix)</li>
<li>Salt and black pepper, to taste</li>
<li>Fresh basil or parsley, for garnish</li>
</ul>
</div>
</div>
</div>
<div>
<h2>Instructions</h2>
<ol>
<li><strong>Prep vegetables:</strong> Dice onion, peppers, and tomatoes. Slice zucchini, squash, and eggplant into rounds. Mince garlic.</li>
<li><strong>Cook base:</strong> Heat 2 tbsp olive oil in a skillet. Sauté onion, peppers, and garlic until softened (5–7 min). Add tomatoes and simmer 10 min into a chunky sauce. Season with salt, pepper, and herbs.</li>
<li><strong>Assemble:</strong> Spread tomato-pepper sauce on bottom of a baking dish. Arrange zucchini, eggplant, and squash slices alternately in overlapping circles or rows.</li>
<li><strong>Drizzle:</strong> Brush/sprinkle remaining olive oil and a little salt, pepper, and herbs on top.</li>
<li><strong>Bake:</strong> Cover with parchment and bake at <code>190°C</code> (375°F) for 35–40 minutes until tender but not mushy.</li>
<li><strong>Serve:</strong> Garnish with fresh basil or parsley. Enjoy with crusty bread, rice, or as a side to grilled meats/fish.</li>
</ol>
</div>
<div>
<h3>Tips & Variations</h3>
<ul>
<li>For a rustic version, cube all vegetables and stew them together in a pot with olive oil and herbs.</li>
<li>Add a splash of red wine or balsamic vinegar to the tomato base for depth.</li>
<li>Layer thinly sliced vegetables for a <em>confit byaldi</em> (as seen in the movie “Ratatouille”).</li>
<li>Leftovers are excellent the next day—flavors deepen after resting overnight.</li>
</ul>
</div>
",main course,"https://cdn.apartmenttherapy.info/image/upload/f_jpg,q_auto:eco,c_fill,g_auto,w_1500,ar_1:1/k%2FPhoto%2FRecipes%2F2024-07-ratatouille%2FRatatouille-",veg
54,Bouillabaisse,French,"<h1>Bouillabaisse</h1>
<p>Bouillabaisse is a traditional Provençal fish stew from Marseille, combining a variety of fish and shellfish with a fragrant saffron-tomato broth, served with rouille and crusty bread.</p>
<div>
<h2>Ingredients</h2>
<div>
<div>
<h3>For the Broth</h3>
<ul>
<li>2 tbsp olive oil</li>
<li>1 onion, chopped</li>
<li>2 leeks, white part only, sliced</li>
<li>2 fennel bulbs, sliced</li>
<li>4 garlic cloves, minced</li>
<li>4 ripe tomatoes, peeled and chopped (or 1 can diced)</li>
<li>2 tbsp tomato paste</li>
<li>1.5 liters fish stock (or water)</li>
<li>1/2 cup dry white wine</li>
<li>2 strips orange peel</li>
<li>1 bay leaf</li>
<li>1/2 tsp saffron threads</li>
<li>1 tsp thyme</li>
<li>Salt & black pepper</li>
</ul>
</div>
<div>
<h3>Seafood</h3>
<ul>
<li>500 g firm white fish (monkfish, snapper, cod), cut into chunks</li>
<li>500 g oily fish (mackerel, sea bass, or similar), cut into chunks</li>
<li>250 g mussels, cleaned</li>
<li>250 g clams, cleaned</li>
<li>250 g shrimp or langoustines</li>
</ul>
<h3>To Serve</h3>
<ul>
<li>Crusty French bread</li>
<li>Rouille (garlic-saffron mayonnaise)</li>
</ul>
</div>
</div>
</div>
<div>
<h2>Instructions</h2>
<ol>
<li><strong>Start broth:</strong> Heat olive oil in a large pot. Sauté onion, leeks, fennel, and garlic until softened (8–10 min).</li>
<li><strong>Add tomato base:</strong> Stir in tomatoes and tomato paste; cook until reduced slightly.</li>
<li><strong>Simmer:</strong> Add stock, wine, orange peel, bay leaf, saffron, thyme, salt, and pepper. Bring to a boil, then reduce heat and simmer 30 min. Strain if you prefer a smoother broth.</li>
<li><strong>Cook seafood:</strong> Add firm white fish first, simmer 5 minutes. Add oily fish, shellfish, and shrimp. Cook until shellfish open and fish is opaque (5–7 min more).</li>
<li><strong>Serve:</strong> Ladle broth and seafood into bowls. Top with rouille-spread bread slices on the side or floating in the soup.</li>
</ol>
</div>
<div>
<h3>Tips & Notes</h3>
<ul>
<li>Authentic versions use at least 3 types of fish, often including rascasse (scorpionfish).</li>
<li>Rouille is essential: blend garlic, chili, saffron, egg yolk, breadcrumbs, and olive oil into a thick sauce.</li>
<li>Use the freshest seafood available for best results.</li>
<li>Serve immediately—bouillabaisse loses character if reheated.</li>
</ul>
</div>
",main course,https://diethood.com/wp-content/uploads/2022/09/bouillabaise-3-500x500.jpg,non veg
55,Coq au Vin,French,"<h1>Coq au Vin</h1>
<p>Coq au Vin is a classic French stew of chicken braised in red wine with mushrooms, bacon, onions, and herbs. Rich, rustic, and deeply flavorful, it’s a perfect dish for cozy gatherings.</p>
<div>
<h2>Ingredients</h2>
<div>
<div>
<h3>Main</h3>
<ul>
<li>1 whole chicken (about 1.5 kg), cut into 8 pieces</li>
<li>150 g bacon lardons</li>
<li>2 tbsp olive oil</li>
<li>2 tbsp butter</li>
<li>2 tbsp flour</li>
<li>2 cups red wine (Burgundy or Pinot Noir)</li>
<li>1 cup chicken stock</li>
</ul>
</div>
<div>
<h3>Vegetables & Aromatics</h3>
<ul>
<li>2 carrots, sliced</li>
<li>2 onions, chopped</li>
<li>3 garlic cloves, minced</li>
<li>200 g pearl onions, peeled</li>
<li>250 g mushrooms, halved</li>
<li>2 bay leaves</li>
<li>2 sprigs thyme</li>
<li>Salt & pepper</li>
</ul>
</div>
</div>
</div>
<div>
<h2>Instructions</h2>
<ol>
<li><strong>Brown bacon:</strong> In a heavy pot, cook bacon until crisp. Remove and set aside, leaving fat in the pan.</li>
<li><strong>Sear chicken:</strong> Season chicken pieces with salt and pepper. Brown them in batches in bacon fat + olive oil. Remove and set aside.</li>
<li><strong>Vegetables:</strong> Add carrots, onions, and garlic to the pot. Sauté until lightly golden.</li>
<li><strong>Deglaze:</strong> Sprinkle flour, stir, then slowly add wine and stock, scraping up browned bits.</li>
<li><strong>Simmer:</strong> Return chicken and bacon. Add bay leaves and thyme. Cover and simmer gently 45–60 minutes, until chicken is tender.</li>
<li><strong>Mushrooms & onions:</strong> In a separate pan, sauté pearl onions and mushrooms in butter until browned. Stir into stew for last 15 minutes.</li>
<li><strong>Finish:</strong> Remove bay leaves and thyme. Adjust seasoning. Sauce should be rich and slightly thickened.</li>
<li><strong>Serve:</strong> Traditionally with crusty bread, mashed potatoes, or buttered noodles.</li>
</ol>
</div>
<div>
<h3>Tips & Variations</h3>
<ul>
</div>
",main course,"https://images.immediate.co.uk/production/volatile/sites/30/2012/01/coq-au-vin-3740fe3.jpg?resize=1366,1242",non veg
56,Quiche Lorraine,French,"<h1>Quiche Lorraine</h1>
<p>Quiche Lorraine is a classic French tart with a flaky pastry crust filled with creamy custard, smoky bacon, and cheese. Perfect for brunch, lunch, or a light dinner with salad.</p>
<div>
<h2>Ingredients</h2>
<div>
<div>
<h3>Pastry</h3>
<ul>
<li>1 1/4 cups (150 g) all-purpose flour</li>
<li>1/2 tsp salt</li>
<li>8 tbsp (115 g) cold butter, cubed</li>
<li>3–4 tbsp ice water</li>
</ul>
</div>
<div>
<h3>Filling</h3>
<ul>
<li>6 slices bacon, diced</li>
<li>1 cup (120 g) grated Gruyère cheese</li>
<li>3 large eggs</li>
<li>1 1/4 cups (300 ml) heavy cream (or half cream + half milk)</li>
<li>1/4 tsp ground nutmeg</li>
<li>Salt and pepper, to taste</li>
</ul>
</div>
</div>
</div>
<div>
<h2>Instructions</h2>
<ol>
<li><strong>Make pastry:</strong> Combine flour and salt. Cut in butter until crumbly. Add ice water gradually until dough comes together. Shape into a disk, wrap, and chill 30 minutes.</li>
<li><strong>Blind bake crust:</strong> Roll dough and fit into a tart pan. Prick base, line with parchment, fill with weights. Bake at <code>190°C</code> (375°F) for 15 min. Remove weights, bake 5 min more.</li>
<li><strong>Cook bacon:</strong> Fry diced bacon until crisp. Drain excess fat.</li>
<li><strong>Prepare custard:</strong> Whisk eggs, cream, nutmeg, salt, and pepper.</li>
<li><strong>Assemble:</strong> Spread bacon and cheese in baked crust. Pour custard over.</li>
<li><strong>Bake:</strong> Bake at <code>180°C</code> (350°F) for 30–35 minutes, until set and lightly golden.</li>
<li><strong>Cool & serve:</strong> Rest 10 minutes before slicing. Serve warm or at room temperature.</li>
</ol>
</div>
<div>
<h3>Tips & Variations</h3>
</div>
",main course,https://www.moulinex-me.com/medias/?context=bWFzdGVyfHJvb3R8MTA3NjQ0fGltYWdlL2pwZWd8YUdaaUwyZ3hNaTh4TlRrMk9EWXpNemd4TlRBM01DNXFjR2N8MjE1YjZlYzJjMGRiNDZiNzAwZGNkNzc4YmM1ZGE0ZDE3MzE4ZTVkYmQxZGIyYjE3N2YwNjlhYzQ5Y2I4ZmNmYg,non veg
57,Croissant,French,"<h1>Croissants</h1>
<p>Croissants are the quintessential French pastry—flaky, buttery, and golden. Making them from scratch requires patience and careful lamination of dough with butter, but the result is truly worth it.</p>
<div>
<h2>Ingredients</h2>
<div>
<div>
<h3>Dough</h3>
<ul>
<li>4 cups (500 g) all-purpose flour</li>
<li>1/4 cup (50 g) sugar</li>
<li>2 tsp salt</li>
<li>1 tbsp instant yeast</li>
<li>1 1/4 cups (300 ml) warm milk</li>
<li>2 tbsp unsalted butter, softened</li>
</ul>
</div>
<div>
<h3>Butter Layer & Finish</h3>
<ul>
<li>1 1/4 cups (280 g) unsalted butter, cold</li>
<li>1 egg, beaten (for egg wash)</li>
</ul>
</div>
</div>
</div>
<div>
<h2>Instructions</h2>
<ol>
<li><strong>Make dough:</strong> Mix flour, sugar, salt, yeast, milk, and softened butter. Knead until smooth. Cover and chill 1 hour.</li>
<li><strong>Prepare butter block:</strong> Shape cold butter into a flat square between parchment. Chill until firm but pliable.</li>
<li><strong>Lamination:</strong> Roll dough into a rectangle. Place butter block in center, fold dough over. Roll out and fold in thirds (letter fold). Chill 30 min. Repeat rolling and folding 2 more times, chilling between each.</li>
<li><strong>Shape croissants:</strong> Roll dough into a large rectangle (~1/4 inch thick). Cut into triangles. Roll each from base to tip to form crescent shapes.</li>
<li><strong>Proof:</strong> Place on baking sheet, cover lightly, and let rise until puffy (1–2 hours).</li>
<li><strong>Bake:</strong> Brush with egg wash. Bake at <code>200°C</code> (400°F) for 15–20 minutes, until golden and flaky.</li>
<li><strong>Cool & enjoy:</strong> Let rest briefly before serving warm.</li>
</ol>
</div>
<div>
<h3>Tips & Variations</h3>
<ul>
<li>Keep dough and butter cold during lamination for distinct flaky layers.</li>
<li>Add chocolate batons before rolling to make <em>pain au chocolat</em>.</li>
<li>For almond croissants, fill with almond cream after baking and toast lightly.</li>
<li>Best eaten the day they’re baked—reheat gently in oven if needed.</li>
</div>
",starter,https://thefoodiebunch.sfo3.digitaloceanspaces.com/wp-content/uploads/2022/08/12205311/The-Perfect-Croissant-Recipe.png,veg
58,Escargot,French,"<h1>Escargots à la Bourguignonne</h1>
<p>Escargot is a French delicacy of tender snails baked in garlic-herb butter. Served in shells or special escargot dishes, it’s a luxurious appetizer with rich, garlicky flavors.</p>
<div>
<h2>Ingredients</h2>
<div>
<div>
<h3>Main</h3>
<ul>
<li>24 canned or prepared snails</li>
<li>24 snail shells or an escargot baking dish</li>
<li>1 baguette, sliced (to serve)</li>
</ul>
</div>
<div>
<h3>Garlic-Herb Butter</h3>
<ul>
<li>1 cup (225 g) unsalted butter, softened</li>
<li>4 garlic cloves, minced</li>
<li>2 shallots, finely minced</li>
<li>2 tbsp fresh parsley, chopped</li>
<li>1 tbsp fresh chives, chopped</li>
<li>1 tsp lemon juice</li>
<li>Salt & pepper, to taste</li>
</ul>
</div>
</div>
</div>
<div>
<h2>Instructions</h2>
<ol>
<li><strong>Prepare butter:</strong> Mix softened butter with garlic, shallots, parsley, chives, lemon juice, salt, and pepper until well combined.</li>
<li><strong>Fill shells:</strong> Place a little butter in each shell, insert a snail, then top with more butter to seal.</li>
<li><strong>Bake:</strong> Arrange filled shells (or snails in an escargot dish) in a baking pan. Bake at <code>200°C</code> (400°F) for 10–12 minutes, until butter is bubbling.</li>
<li><strong>Serve:</strong> Serve hot with slices of fresh baguette for dipping in the garlic-herb butter.</li>
</ol>
</div>
<div>
<h3>Tips & Notes</h3>
<ul>
</div>
",starter,https://lindseyeatsla.com/wp-content/uploads/2025/04/escargot-recipe.jpg,non veg
